complexity,sql,question
Simple,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1 AND dec BETWEEN 0 AND 1","What are the right ascension, declination, and G-band magnitude of stars located in the region where right ascension is between 0 and 1 and declination is between 0 and 1?"
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15",What are the right ascension and declination of stars with a G-band magnitude less than 15?
Simple,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 0.1,What is the parallax value of stars with a parallax greater than 0.1 milliarcseconds?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 1,How many stars have a proper motion in right ascension greater than 1 milliarcsecond per year?
Simple,SELECT pmdec FROM gaiadr3.gaia_source WHERE pmdec BETWEEN -1 AND 1,What are the declination proper motion values of stars with declination proper motion between -1 and 1 milliarcsecond per year?
Simple,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1 AND dec BETWEEN 0 AND 1","What are the right ascension, declination, and G-band magnitude of stars located in the region where right ascension is between 0 and 1 and declination is between 0 and 1?"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15",Which stars in the Gaia DR3 catalog have a parallax greater than 0.1 milliarcseconds and a G magnitude less than 15?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 200 AND pmdec > 150",What stars in the Gaia DR3 catalog have proper motions in right ascension (pmra) greater than 200 milliarcseconds per year and in declination (pmdec) greater than 150 milliarcseconds per year?
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 40 AND dec BETWEEN -20 AND -15",What stars in the Gaia DR3 catalog are located between right ascension 35 and 40 degrees and declination -20 and -15 degrees?
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 15 AND parallax IS NOT NULL",Which stars in the Gaia DR3 catalog have a G magnitude between 10 and 15 and a non-null parallax value?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -250 AND -200 AND pmdec BETWEEN 50 AND 100",What stars in the Gaia DR3 catalog have proper motions in right ascension (pmra) between -250 and -200 milliarcseconds per year and in declination (pmdec) between 50 and 100 milliarcseconds per year?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra > 180 AND parallax BETWEEN 0.05 AND 0.1",Which stars in the Gaia DR3 catalog have a right ascension greater than 180 degrees and a parallax between 0.05 and 0.1 milliarcseconds?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmdec < -100 AND phot_g_mean_mag > 18",What stars in the Gaia DR3 catalog have a declination proper motion (pmdec) less than -100 milliarcseconds per year and a G magnitude greater than 18?
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE dec BETWEEN -30 AND -25 AND parallax IS NOT NULL",What stars in the Gaia DR3 catalog are located between -30 and -25 degrees in declination and have a non-null parallax value?
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180 AND phot_g_mean_mag BETWEEN 5 AND 10",Which stars in the Gaia DR3 catalog are located between 0 and 180 degrees in right ascension and have a G magnitude between 5 and 10?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec > 0 AND phot_g_mean_mag < 12","What stars in the Gaia DR3 catalog have proper motions in right ascension (pmra) greater than 100 milliarcseconds per year, in declination"
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag BETWEEN 5 AND 15",Identify stars with parallaxes greater than 0.1 milliarcseconds and magnitude between 5 and 15 in Gaia DR3.
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec < -50 AND phot_g_mean_mag < 10","Find stars with proper motion in RA greater than 100 mas/yr, in Dec less than -50 degrees, and magnitude less than 10 in Gaia DR3."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 1 AND 3 AND dec BETWEEN -1 AND 1 AND parallax > 0.2","Retrieve stars within a small region of sky centered at (RA:1, Dec:0) with parallaxes greater than 0.2 milliarcseconds in Gaia DR3."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 18 AND (pmra ** 2 + pmdec ** 2) ** 0.5 > 200",List the stars with magnitude less than 18 and a combined proper motion (sqrt(pmra^2 + pmdec^2)) greater than 200 mas/yr in Gaia DR3.
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180",What are the right ascension (RA) and declination (DEC) values for stars with RA between 0 and 180 degrees?
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 10",What is the parallax and G magnitude for stars with a parallax greater than 10 milliarcseconds?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra BETWEEN -1 AND 1 AND pmdec BETWEEN -1 AND 1,How many stars have proper motions in RA and Dec both within the range of -1 to 1 milliarcseconds per year?
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE dec BETWEEN -10 AND 10","What are the right ascension (RA), declination (DEC), and parallax values for stars with DEC between -10 and 10 degrees?"
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15,How many stars have a G magnitude less than 15?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15.0",Which stars in the Gaia DR3 catalog have a parallax greater than 0.1 milliarcseconds and a G-band magnitude less than 15?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -200 AND 200 AND pmdec BETWEEN -200 AND 200",Identify stars in the Gaia DR3 catalog whose proper motions (in both RA and Dec) are within the range of -200 to 200 milliarcseconds per year.
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -1 AND 1",Retrieve the parallax measurements for stars in the Gaia DR3 catalog located in the celestial coordinate region between RA = 35 to 45 degrees and Dec = -1 to 1 degrees.
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 15.0 AND 20.0 AND (ra < 30 OR ra > 300)","List the G-band magnitudes and positions (RA and Dec) of stars in the Gaia DR3 catalog with G-band magnitudes between 15.0 and 20.0, but located in regions where RA is less than 30 degrees or greater than 300 degrees."
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE parallax IS NOT NULL AND (pmra > 100 OR pmdec > 100)",Find the positions (RA and Dec) and parallax measurements of stars in the Gaia DR3 catalog that have non-null parallax values and a proper motion greater than 100 milliarcseconds per year in either RA or Dec.
Medium,"Sure, but can you explain what ADQL is and how it differs from standard SQL? Also, could you provide the output column names for each query in the format ` [query]",[natural language question] | Output: [list of column names]`?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15.0","Which stars in the Gaia DR3 catalog have a parallax greater than 0.1 milliarcseconds and a G-band magnitude less than 15? | Output: ra, dec, parallax, phot_g_mean_mag"
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -200 AND 200 AND pmdec BETWEEN -200 AND 200","Identify stars in the Gaia DR3 catalog whose proper motions (in both RA and Dec) are within the range of -200 to 200 milliarcseconds per year. | Output: ra, dec, pmra, pmdec"
Complex,LIMIT 1000;,"Retrieve the top 1000 sources with a parallax greater than 0.5 mas and a G magnitude less than 15, ordered by decreasing parallax."
Complex,WHERE parallax_error < 0.01 AND phot_g_mean_mag BETWEEN 10.0 AND 20.0;,Count the number of unique source IDs with a parallax error less than 0.01 mas and a G magnitude between 10.0 and 20.0.
Complex,LIMIT 500;,"Retrieve the sources within a specific sky region (RA between 30.0 and 60.0, Dec between -20.0 and 20.0) with proper motions greater than 100 mas/yr, ordered by decreasing proper motion in RA, and limit the results to 500."
Complex,LIMIT 50;,"Calculate the average parallax for each G magnitude bin, but only include bins with more than 10,000 sources, ordered by G magnitude in ascending order, and limit the results to 50."
Complex,LIMIT 250;,"Retrieve the sources within the southern celestial hemisphere (Dec between -60.0 and -30.0) and within specific RA ranges (0.0-15.0 and 240.0-360.0), where the product of proper motion in RA and proper motion in Dec is negative, and order the results by the absolute difference between proper motions in RA and Dec, limiting the results to 250."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra > 0 AND ra < 360",What are the right ascensions and declinations for stars in the Gaia database with right ascensions between 0 and 360 degrees?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 0.1,How many stars in the Gaia database have a parallax greater than 0.1 milliarcseconds?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10,What is the magnitude of the faintest 10th magnitude star in the Gaia database?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE pmra > 100",What are the right ascensions and declinations for stars in the Gaia database with proper motion in right ascension greater than 100 milliarcseconds per year?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmdec BETWEEN -50 AND 50,How many stars in the Gaia database have a proper motion in declination between -50 and 50 milliarcseconds per year?
Medium,"1.  SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15.0","What are the coordinates, parallaxes, and G magnitude measurements of stars with parallaxes greater than 0.1 milliarcseconds and G magnitudes less than 15?"
Medium,"2.  SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra**2 + pmdec**2) > 100.0**2 AND ra BETWEEN 30 AND 60",Identify the stars with proper motion magnitudes greater than 100 square milliarcseconds per year and Right Ascension between 30 and 60 degrees.
Medium,3.  SELECT COUNT(DISTINCT source_id) FROM gaiadr3.gaia_source WHERE parallax > 0.2 AND phot_g_mean_mag BETWEEN 10 AND 15,How many distinct stars have parallaxes greater than 0.2 milliarcseconds and G magnitudes between 10 and 15?
Medium,"4.  SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE dec BETWEEN -10 AND 10 AND (pmra > 20.0 OR pmdec > 20.0)","Retrieve the Right Ascension, Declination, and Parallax of stars located between -10 and 10 degrees in Declination and with a proper motion in either Right Ascension or Declination greater than 20 milliarcseconds per year."
Medium,"5.  SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 15 AND (parallax / phot_g_mean_mag) > 0.01",List the Right Ascension
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.5 AND phot_g_mean_mag < 15.0 AND (pmra**2 + pmdec**2) > 100.0","Which stars in Gaia DR3 have a parallax greater than 0.5 mas, a G magnitude less than 15.0, and a proper motion magnitude greater than 10 mas/yr?"
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec, COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 18.0 GROUP BY ra, dec, parallax, phot_g_mean_mag, pmra, pmdec HAVING COUNT(*) > 100","How many stars with G magnitude less than 18.0 are detected in each spatial and photometric bin, and what are the coordinates and magnitudes of these bins where more than 100 stars are detected?"
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 30.0 AND 31.0 AND dec BETWEEN -1.0 AND 0.0 AND parallax > 0.1","Which stars in the region defined by right ascension between 30.0 and 31.0 degrees, and declination between -1.0 and 0.0 degrees, have a parallax greater than 0.1 mas?"
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra > 300.0 AND pmdec > 300.0) OR (pmra < -300.0 AND pmdec < -300.0)",Which stars in Gaia DR3 have proper motions in the first quadrant (both pmra and pmdec positive) or in the third quadrant (both pmra and pmdec negative) with values greater than 300.0 mas/yr?
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (parallax / phot_g_mean_mag) < 0.01 AND (pmra**2 + pmdec**2) > 400.0",Which stars in Gaia DR3 have a parallax-to-G-magnitude ratio less than 0.01 and a proper motion magnitude greater than 20 mas/yr?
Complex,[query],[natural language question]
Complex,[query],[natural language question]
Complex,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 18.0",What are the right ascension and declination of stars with a G magnitude less than 18.0?
Complex,2.  SELECT parallax FROM gaiadr3.gaia_source WHERE pmra > 200.0 AND pmdec > 200.0,What is the parallax of stars with proper motion in both the RA and Dec directions greater than 200.0 mas/yr?
Complex,3.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15.0,How many stars have a G magnitude less than 15.0?
Complex,"4.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE dec BETWEEN -1.0 AND 1.0",What are the right ascension and declination coordinates of stars in the declination range from -1.0 to 1.0 degrees?
Complex,5.  SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.2,NL
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE parallax > 0.1",Which stars have a parallax greater than 0.1 milliarcseconds?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10.0,What is the magnitude of the brightest stars in the Gaia database?
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 40 AND dec BETWEEN -10 AND 10","What are the coordinates and parallax of stars within the specified region (RA: 30-40, Dec: -10-10)?"
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100",Which stars have a proper motion in RA greater than 100 milliarcseconds per year?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax IS NULL,How many stars in the Gaia database have no recorded parallax?
Medium,SELECT COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag < 15,How many stars have a parallax greater than 1 and a G magnitude less than 15?
Medium,"SELECT ra, dec, AVG(parallax) AS average_parallax FROM gaiadr3.gaia_source GROUP BY ra, dec HAVING COUNT(*) > 1000",What are the average parallaxes of groups of stars with more than 1000 entries in the same region of the sky?
Medium,"SELECT ra, dec, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE pmra BETWEEN -10 AND 10 AND pmdec BETWEEN -10 AND 10 GROUP BY ra, dec","How many stars have proper motions between -10 and 10 milliarcseconds per year in both RA and Dec, grouped by their sky coordinates?"
Medium,"SELECT phot_g_mean_mag, COUNT(*) AS count FROM gaiadr3.gaia_source WHERE parallax > 0.5 GROUP BY phot_g_mean_mag ORDER BY phot_g_mean_mag ASC LIMIT 10","What are the G magnitudes and their respective counts for stars with a parallax greater than 0.5 milliarcseconds, sorted in ascending order by magnitude?"
Medium,"SELECT ra, dec, SQRT(POWER(pmra, 2) + POWER(pmdec, 2)) AS proper_motion FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag < 10 ORDER BY proper_motion DESC LIMIT 10","What are the RA and Dec coordinates along with the calculated proper motion for stars with a parallax greater than 1 milliarcsecond and a G magnitude less than 10, sorted by descending proper motion?"
